ID,Title,Rating,Sentiment,Author,Date,Date,Content,Country
RW7GRWSTA4CMC,Whoever said comfy lied,1,negative,Kelli walker,20/05/2024,,No Content,Uintes State
R6YMZO13Q20O0,Maybe it's bc I'm used to Birkenstocks,1,negative,Cristina,29/06/2024,,"I got these last night and wore them for the first time on a dog walk this morning. They walk weird. My foot kept running off the inside of the shoe. The footbed is extremely weird. It moved my toe rings down to my knuckle and made them very uncomfortable. They double fwapped on my right heel. The fabric between my toes was too thick for my feet.

Maybe this is all on me, I'm not sure, but I definitely won't be wearing these again.",Uintes State
RRASMHLJN91YL,Funny lump inside the right flip flop,1,negative,Hannah Nieuwkerk,29/08/2024,,"I sent back the first pair because there was an odd lump inside the right flip flop. It was uncomfortable to walk on. I exchanged it for a new pair. This pair also has the uncomfortable lump, but it’s too late for me to return.

I have the black pair and they are great!!! Buy the black pair instead.",Uintes State
R3R9WK4ZWVE2AK,Stiff as a board!,1,negative,Deborah B. King,05/02/2025,,Very uncomfortable not at all as advertised. Threw them out,Uintes State
RFAWUG9M0EERE,I did not like these I had to return,1,negative,Amyla,05/09/2024,,"These were poor quality. They were not very comfortable.. They were super cute in the picture. The straps were super cute in person as well. The bottom part was not cute. It was too thick and the color was a weird brown in person, so overall, it made the sandals unattractive and uncomfortable.",Uintes State
R3EHU6BXC5YAHQ,Not good on your ankles,1,negative,ps,22/09/2024,,I wore these getting off a cruise ship could barely make it to my destination. Something is off about these Sandals. Had to have someone buy me a pair of shoes to walk in while I sat down to the 1sr place I could find.,Uintes State
R3SKV6XNTOWXFW,Poor quality,1,negative,PeggyGraversen,15/09/2024,,"Will not send them back as can’t find flip flops in area. Very poor quality, won’t last long. Can’t really tell they have arch support. These were 1/2 price with stated 19.99 to start. Really are not worth the 9.99. More like dollar store quality.",Uintes State
R39JYOGPS6FSKY,Not true to size and cheap material,1,negative,Jennifer A.,18/07/2024,,"I looked at reviews before buying to see what people said about true to size fit. It seemed like they were based off majority reviews, so I ordered an 8.5 which is my size. Definitely not an 8.5, they are more size 8. Order a half size up for a true fit. Also, they are made cheaply like styrofoam so do not expect a comfortable sandal. They look and feel like a dollar store shoe. Waste of money.",Uintes State
R31PISLEUEHZ4Q,Extremely hard,1,negative,Laxmi,17/01/2025,,It’s like a pice of cardboard and very hard to walk. Hurts the feet more so returned,Uintes State
R1N4OLQS04A8CY,Not true to size,1,negative,Mechelle Jackson,14/02/2025,,Too small not true to size,Uintes State
R2KZG35SSREAYI,No arch support,1,negative,Theresa B.,07/11/2024,,"There is no arch support at all. When i put the flip flops on, it already felt like they were old and worn down.",Uintes State
R2ECO30PT04HZZ,Worth $3,1,negative,Busy Mom,09/08/2023,,"These are great for Dollar Store flip flops, except they’re $12. I wasn’t expecting much for $12 but if you advertise arch support/orthopedic flops, they should have some structure. The soles are CHEAP foam that provide zero support. I am not a heavy person and they just collapse when you put them on. The fabric clashes with the foam too. The fabric twists itself around when you put them on to see the unfinished side. I brought these to work to return and unfortunately had to keep them because my work shoes got soaked. They’ll be donated. I did return the black pair.",Uintes State
R1ZEC6DX4BQENK,Cheap materials,1,negative,MG,17/08/2024,,"This item looks like what a kindergartener would put together.
The straps look like paper towel tied together, and the soles of the sandal look like cardboard boxes were cut out and glued together. The sandal is made from super cheap material and poorly constructed.
Instantly as soon as I opened my package, I requested a refund!!",Uintes State
RNB0RV97HLOSU,Material was not something I would choose,1,negative,Ellena Purnell,15/09/2024,,A good inexpensive shoe. I wanted to wear them for my baby shower because they looked solid in the picture. I decided to not go with this issue in return it.,Uintes State
R2BAJQ5HUF7C2A,Quality?,1,negative,Amazon Customer,27/08/2024,,"Before opening the sealed package for the flip flop sandals , there’s an odor. The odor is stronger after removal of packaging. Burning sensation of both bare feet when they were tried on.
This product is disappointing. They are being sent back for a full refund.",Uintes State
R2C1OUGYG57GCY,Flip Flop!,1,negative,Dawn Osullivan,12/08/2024,,"Read reviews made the purchase. They are not supper soft, they are cheap loud flip flops. That don’t stay on your feet. Worst Flip flop ever.
Made for kids. My husband and cats 🐈‍⬛ 🐈 are not fans.
Will return the extra pair I bought from my cousin.",Uintes State
R3PJQ1UOHMGJT9,Ugly orange color,1,negative,Natasha E.,26/08/2024,,"The shoes are SUPER orange and ugly looking. Wouldn't match any outfit that I was planning to pair with. If you think it's brown, THINK AGAIN! It's very orange so unless you have an orange outfit, it will clash with anything you pair these shoes with.",Uintes State
R1011CZE3GR1VB,Do they get dirty easily?,1,negative,Julah joy,30/07/2024,,As soon as I got these in the mail I wore them but they get really dirty really quickly. The ribbon part is not that comfy and they don’t look good with my outfits because they are so dirty.,Uintes State
R5SGTV6LQL4AG,Hard & uncomfortable,1,negative,NS,03/01/2025,,Returned the same day.,Uintes State
R16KY39HNGOAPZ,Not sure.,1,negative,Leah Rink,26/09/2024,,"First pair broke within a week, so received another pair. I'm not sure if I will buy a third because they have not been durable",Uintes State
R1173ISRGABZL3,Not comfortable,1,negative,Aaron E.,30/09/2024,,It wasn’t very comfortable to walk in. They were kinda heavy so I felt like dragging my feet in them. Would not recommend.,Uintes State
R13JIKJ95HNLZE,Uncomfortable,1,negative,Suezilla,09/12/2024,,I bought these for house shoes but the material was not comfortable.,Uintes State
R16XLX8SN11CFD,Disappointed,1,negative,JA J.,09/08/2024,,"The fabric on the flip flop was twisted on the foot the other was not, so one foot had a skinny look while the other foot had a wider look. Looked odd /mismatched.",Uintes State
R20Y6UZ6W08C6M,Chemical Awareness,1,negative,Dee,25/08/2024,,Fit perfect however caused a horrible irritation and ended up with bleeding sores after wearing for less than 15 minutes from the chemicals in/on these. 6 weeks later and still healing.,Uintes State
RCKEJL2CGZ0XD,Dont buy,1,negative,Leslie,02/12/2024,,Dont buy so uncomfortable literally a hard piece of plastic,Uintes State
R35FE689KT92ZP,Skip these,1,negative,La La,02/01/2025,,Cheapo.,Uintes State
R3GC00GFP2R0CG,Low Quality,1,negative,Katie,06/08/2024,,"I wore these flip flops several times and noticed that the soles of my feet turned black. I'm not sure what material they're made of, but they seem very cheap. Be cautious.",Uintes State
R2ZKOG10Q77ROL,Horrible smell,1,negative,Amazon Customer,13/05/2024,,"These sandals have a horrible smell when taken out of the shrink wrap. I had to put them in my garage. Also, at least half a size bigger than the size they claim and the foot straps are so loose they are dangerous to walk in. I'm not even going to try to wear or donate them.",Uintes State
R19KCHLJMZ70VP,Very cheap,1,negative,Amazon Customer,05/11/2024,,These are $1 sandals and not worth a cent more. They are so cheap and don’t even fit feet right.,Uintes State
R2BAG7OEPV0XVK,Most uncomfortable shoe I have owned,1,negative,Amazon Customer,31/03/2021,,"I bought these because of all the good reviews, but these shoes are terrible. They have a raised lump in the middle that stabs painfully into the middle of your foot every time you take a step. I don't know why anyone thought that was good shoe design, but these shoes are more like torture devices than anything comfortable. I wanted to wait a few days just to make sure they wouldn't get better after wearing them for a bit, but they are still just as painful to wear as before and now the bottom middle part of my feet are always sore and sensitive even when I take the shoes off. Don't buy these if you don't want a giant stupid shoe lump in the middle of your shoes, I regret my purchase",Uintes State
R2DYTXJFV4IT9,Ick,1,negative,Bunkster Brown,24/07/2024,,Don't buy if you are sensitive to strong odors. They reek of a strong plasticky smell. I couldn't even be in the same room as them. Sent back.,Uintes State
RH36AOO26ABQ7,Not good quality,1,negative,Amazon Customer,01/03/2024,,Received product with gashes in the footbed. It’s very narrow and runs small. I wear an 8 and my toes were right at the end and almost over the sides. Sole is also very thin. I bought another brand a few years ago that was much better. Still being sold on Amazon for a few dollars more and worth the price difference.,Uintes State
R3N0A57MB2R9MO,Not a good fit,1,negative,abg,27/06/2024,,"Disappointed with the brand KuaiLu. Is not comfortable and the 10 I bought does not fit. I will donate, but this is the second pair of Kuailu and $25+ for each one, when I don't care to waste money. Last time for this brand.",Uintes State
RUAYG3QWK1K0L,Flip it was a FLOP,1,negative,varoujan,27/08/2024,,"This is very poorly made. The strap looks very thin lace material, not enough support. I felt I would definitely twist my ankle. Loose fitting. Returned the it.",Uintes State
R2ZABDJ77TFJIL,Don't buy unless you want to break an ankle,1,negative,J,30/08/2024,,"Sandals are super slippery, your foot slides side to side, not very comfortable at all, and because your foot slides, easy to roll an ankle. Dangerous. Don't buy.",Uintes State
R2P6RSFRBQIVOP,Cute but didn’t hold up,1,negative,Mamasan,30/07/2024,,The material tore the first time I wore them - for about an hour out to lunch with minimal walking. Big hole in the fabric of one strap.,Uintes State
R1SVV58GTN2F4R,Cheap,1,negative,Jennifer Edgar,12/12/2024,,Turn feet black in,Uintes State
R1NDWB6JLCMOK9,Seems you get what you pay for,1,negative,MadamB,19/06/2024,,"One sandal/flip-flop almost fit okay, but on the other the straps were too loose (my larger foot) keep falling off my foot. Not especially comfortable even when they kinda stayed on my feet. Would not recommend…pay more and purchase Orthofeet Flip-flops.
The worst flip-flops I’ve ever worn.",Uintes State
R1J4IYBY5VQKH,"Extremely cheap quality, orange not “wood”",1,negative,Ryan E. Wright,25/05/2024,,"Inexpensive yes, but a waist of time. The photo is very misleading. The “wood” is simply a matty orange color foam, the white “canvas” look is like a stretchy temporary hospital bandage material. Just thought someone would want to know.",Uintes State
R2MTHSBMWMWBVM,Too Narrow,1,negative,ShellGuzman,29/07/2024,,These are too narrow to wear. I don't have wide feet and I ordered a size up and my feet still hung over the sides,Uintes State
R3GULX4OG61DE6,Not good,1,negative,Linda Schumaker,02/12/2024,,Sent back,Uintes State
R1Y2284N7FEYXF,Not a comfortable flip flop,1,negative,Jean,20/10/2024,,Fabric to stretchy making the sandal to loose to wear and possibly trip.,Uintes State
RFNWAN3I2X0GO,Doesn't hold up,1,negative,melissa haarman,25/04/2024,,"I knew these were foam flip flops, but expected them to hold up longer than a month. Considering it's only spring where I'm at and the weather is inconsistent, I'm not wearing them everyday. But I'm getting ready to buy new ones. Guess you get what you pay for.",Uintes State
RTCTDFJC4TIF1,Not comfortable,1,negative,Alex,23/10/2024,,"The size was accurate, but the strap and the sole were uncomfortable",Uintes State
R38GCTWZDTAYGC,Not so soft,1,negative,Rahul gupta,15/10/2024,,These are not as soft as I would have thought. Returned it,Uintes State
R1CHUKWXPJ676H,Be careful in these,1,negative,M. C.,26/05/2023,,"I bought these before we got warm weather and can not return them.
I think these are dangerous to wear. The bottom is fine but the cloth strap is stretchy and does not hold the sandal on your foot. In fact it lets the sandal move all around slipping off your foot. I put them on in my house and before I got ready to leave I had tripped and stumbled in them a few times.
Please be careful while wearing.",Uintes State
RGUYVYQFH6G07,Poor Quality,1,negative,Val Hume,16/07/2024,,Received these in March and wire them 3 times and the shoe fell apart. Part that goes between the toes came completely out.,Uintes State
R8KMGTRMBHDSG,Quality,1,negative,Marie Vieux,22/03/2024,,I am scoring this as a one only because no lower score was available. The material is extremely cheap and has a strong unpleasant scent. Do not waste money ordering this garbage. I am so disappointed with this order. Will attempt to return it or tossed it in the trash.,Uintes State
RLVKMX742176F,Flimsy,1,negative,DK Lang,03/11/2024,,These look like a weekend garage sale buy. Unattractive. Returned.,Uintes State
R3OD2EU00039Q,Turned my feet completely black,1,negative,Tjones,13/04/2024,,I was so excited because these shoes were so comfortable but when I took them off I discovered they turned the bottom of my feet completely black!! Now I can't return them because they were worn once!!,Uintes State
R1XVJDTKV4D1PH,Super comfy for price,1,negative,Sydney,16/08/2024,,"I got these for a wedding and they didn’t disappoint! Correct sizing and comfy, they don’t hurt in between your toes",Uintes State
R8MNNOH4TJAYU,Uncomfortable,1,negative,Julie Atkinson,22/10/2024,,Shoes were too short for size and material was uncomfortable,Uintes State
R2ERYRV8P7EIGT,White ones,1,negative,cynthia stewart,21/08/2024,,Comfortable but unable to clean marks off the inside after first time worn. Areas of white surface scuffed right off.,Uintes State
R39YNN780FT3AZ,Nice color,1,negative,MGS,17/10/2024,,Great color but very hard bedding for your feet.,Uintes State
R3FDJKRXX96339,Straps are too flimsy,1,negative,Becky C.,03/09/2024,,The straps on these shoes are made of fabric. They are too flimsy to hold up under wear and tear.,Uintes State
R1XGXEBT7BQ5A7,"Comfy, but attract everything.",1,negative,Noelle Howard,06/09/2024,,They are comfy but they literally track any type of dirt anywhere the fabric really easily collects anything that’s dirty,Uintes State
R34CGFDNAC5S06,Both shoes have a flow on them.,1,negative,Danielle,07/09/2024,,I love the shoes but both of them are defective but I don’t have time to send them back ?.,Uintes State
R3MEBRXT686DV4,"horrible, dont trip!!!",1,negative,missourimom,28/06/2023,,"worse than cheap dollar flip-flops. the overall shoe is comfortable to wear, but dont try walking in them! absolute fall risk. zero foot support, foot slides from left or right off the base when trying to walk. YOU WILL TRIP ON YOUR OWN FEET WHILE WEARING THESE. youve been warned, the price is nice, but spend double and buy a pair with a hard sole, not squishy foam like these",Uintes State
R37DI2Z5KFHI6H,Zero arch support,1,negative,Emk,06/09/2024,,These were cute but definitely have no arch support at all.,Uintes State
R5X055V7FAC6M,"Cheap , no arch support.",1,negative,Angela Williams,14/07/2023,,"I don’t normally even leave a review so I’m not a complainer. I thought these would have a sturdy arch support but they do not. They are soft, cushiony and basically dollar store material. I don’t know how well you can see in the picture but there’s even glue on the strap. I’ve never sent anything back but plan on trying. Im so disappointed.",Uintes State
R2IY0T843W725M,Not worth,1,negative,SG,10/10/2024,,Very light quality. Not so strong not comfortable,Uintes State
R3FB36CPQGQA1M,cheap,1,negative,sarah fitzgerald,10/04/2024,,"these are so cheap and the color for the base is not brown it’s more orange, and when you walk they move to the side weird looking, going to be returning these.",Uintes State
R3QWOX4NG5QWE7,Blisters after wearing for only a couple hours.,1,negative,Pen Name,02/11/2023,,"These flip flops gave me a huge blister on the ball of my foot and two toes. It also wore out very quickly and by the third day, had a big dip near where the strap attaches to the base. Not a good purchase.",Uintes State
R1PKGNBJ4KON9N,Poor quality,1,negative,Ashleigh,26/03/2024,,These are not worth your money. 1 is super loose in the strap area and one is made correctly. The soles are cheap foam and doesn't hold shape. I will be returning. Don't waste your money.,Uintes State
R2VJ26WMOJKOBT,Material stretches so it is loose,1,negative,Emma,21/07/2023,,"Initially, these were great - comfy and cute. Unfortunately, the more I wore them, the more the material holding the shoe on the foot stretched out. I can’t wear them anymore because they are so loose, the bottom of the shoe hangs down and catches on things as I walk, causing me to trip.",Uintes State
R2M740CBYNI3GB,Cute,1,negative,Amazon Customer,01/08/2024,,These are really cute however they lasted just long enough for the return to expire disappointed in Michigan,Uintes State
R10Z98ZTKRO50G,Nope.,1,negative,Ashley S.,01/10/2024,,There is no arch support. False advertising.,Uintes State
R2OWQQZ13W9GOR,Useless,1,negative,Cari,10/08/2024,,The instep straps are so flimsy that they roll up when you try to put them on.,Uintes State
R3GHFLX0LU3FEP,There is NO arch support,1,negative,Laura G,18/05/2024,,I can't believe these are advertised as arch support! I wear orthotics and was hoping to find flip flops with support. These are definitely not it and will be returned.,Uintes State
R2RS7VULKRBP98,Disappointed !!!!!,1,negative,Aleesha Mohammed,22/08/2024,,"The item runs larger than expected, the sole is soft but very sticky
It smells like chemicals",Uintes State
R2M37EMMT8SDMF,Waste of money,1,negative,Cairn Mommy,11/09/2024,,Not comfortable at all. Too stiff.,Uintes State
R3O49JYV3E2QZ7,Never received them,1,negative,Carolyn,30/09/2024,,"Never received them, they looked comfortable",Uintes State
R6WBQNI2PHEYV,After being worn for one week they are falling apart,1,negative,Katie,10/07/2023,,"I got these delivered on July 5, it’s currently July 10 so it’s been five days. These sandals are literally falling apart. I love how comfy they are but they just don’t last. I’ve bought a few pairs after noticing they are comfy and now I’m genuinely so upset I wasted money since they don’t even last a week.",Uintes State
R1PC0KZH63A0HC,Very good kitchen shears,5,positive,James Hinds,09/02/2025,,Very sharp and easy to use. They open easily and have an amazing quality and grip. Sharp and match my kitchen decor. Cut fast and straight every time.,Uintes State
R6Y1G452PN38Q,Great buy!,5,positive,Jessyca,05/04/2025,,I'm glad I purchased this one. Typical scissor design with a good quality. I stick in the dishwasher if I use it on meat or something gross. Nice grip and sharpness. Cuts really well. If I ever needed an additional pair I would purchase the same one!,Uintes State
R29CI05QWLA9ID,Sturdy and useful,5,positive,BC,13/04/2025,,Fantastic. Very sturdy and cuts through most food materials with ease.,Uintes State
R2CDKZ51KB5YUM,These are a sturdy pair of scissors,5,positive,Selene Hesterr,18/12/2024,,"I typically read numerous reviews to decide what to buy when looking for this kind of item. Generally I seek what is regarded as the best by customer reviews as well as by specialty evaluators.

This one was a difficult item because the range of prices between the best and the less highly rated is astounding. Particularly when you see how they all look. They practically look the same. I would say there is no way on earth it makes sense to pay five times the cost of these to buy scissors that in photos can barely be distinguished from these.

Among scissors that price wise are closer to earth these looked good to me so with some hesitation I forwent going for the stratosphere and bought these. It turns out I'm more puzzled than ever because these scissors for kitchen duty are terrific! Precision fit, sharp, comfortable - nothing else you could ask for.

It is xmas time. A lot of people have present giving games where people take turns using a lottery system to blindly pick a present from a stack of presents everyone contributes to. These scissors are a perfect choice for what your contribution could be. Not overly expensive but a high quality item that almost everybody will value in their kitchen.",Uintes State
R2CIF7ZBUJCEBU,Work well,4,positive,Dan Newsom,07/02/2025,,"There very sharp, and work very well",Uintes State
R1PE88LEGLX11L,Great pair of kitchen scissors,5,positive,Just my opinion,16/02/2025,,"This is a sharp and quality-made pair of scissors to keep in the kitchen for cutting through a sundry amount of things, from paper or plastic to meat. I’m glad they came with a cover for the tip of the shears. They are easy to open and close. They allow you to get a good grip. I recommend this for kitchen scissors, but secured somewhere like where your sharp knives are kept, especially if you have young children.",Uintes State
R22XWRND9GC7SG,Nice scissors,5,positive,DCreviewer,04/03/2025,,Excellent basic kitchen and household scissors. I love that it comes in different colors.,Uintes State
RXE203Z7G7S9W,Perfect for both the kitchen and general use,5,positive,Bill,14/02/2025,,"I've had a pair of these for years and reach for them for both kitchen use as well as other general scissor needs. They are comfortable, stainless, sharp and cut most everything exceptionally well. Since these are so reasonably priced, I decided to buy a couple of more pairs, which I just received moments ago. One new pair will go in the pen and pencil cup, while the other will go out to our cabin.

I have a number of other pairs of scissors, but these are the ones I reach for. You won't be disappointed.",Uintes State
R1MBRIP5SCUE1L,Super high quality,5,positive,Erin Taylor,13/04/2025,,These are incredibly well made and I am thrilled with how sharp they are. Great purchase and I love them even more than my Cutco scissors.,Uintes State
R2JR6596IKTBG9,Quality without the big price tag,5,positive,Paul F. Leidig,13/04/2025,,My wife loves these kitchen shears. Her old ones were worn out and dull. They even match her Wusthof knife set. Highly recommend.,Uintes State
R37NRIWRM93I84,Efficient and sturdy,5,positive,Janet5000,06/04/2025,,"they are brutally strong and sturdy, I think they may outlive me, which is great, am tired of buying scissors for the kitchen every few years.",Uintes State
R34ANMXO7JB87Z,Quality Buy,5,positive,Stephanie,10/04/2025,,"Good quality, easy to hold. Let’s hope my son doesn’t disappear off with these too! He always seems to lose scissors!",Uintes State
R2UW6W1517VPUV,Love them!!,5,positive,Imogene Nichols,15/04/2025,,I love the scissors. They cut very good are of good quality,Uintes State
R3BY4SDUPHLOPR,Exactly as described and shown,5,positive,Elle,12/04/2025,,Love the color! Strong and sharp,Uintes State
R7HNINGHX4UV1,Versatile for Meat and Vegetables,5,positive,Soup Lover,16/03/2025,,"Excellent for cutting up raw or cooked meat into chunks for soup or stew. Also does an excellent job cutting up celery, cucumbers, and other vegetables into pieces for soups or salads. Having arthritic hands, I find this is easier than using a knife.",Uintes State
R3VGQLPQIYSKY3,Good construction,5,positive,Willy,09/04/2025,,"Very sharp, and the plastic sheath is a plus",Uintes State
R3G4DMP2DTPX12,"the best in brand names,super sharp.",5,positive,Bill,09/04/2025,,the best nothing else to say.the best product.,Uintes State
R3CL8GM1GUOXFH,"I thought scissors where just scissors."" -- NOT so!""",5,positive,DC-3Gal,08/04/2025,,Super Sharp and Very Strong! LOVE them!,Uintes State
R1V7FH6W3PU9MP,Scissors,5,positive,Dave V,09/04/2025,,What more can I say?,Uintes State
R3FXTN0HK81ZBT,Sharp,5,positive,Biker Brian,04/04/2025,,Built well. Sharp. Will buy another.,Uintes State
R12VG368RIUBKE,Long lasting and sharp.,5,positive,Cindy Gehrke,06/04/2025,,Great kitchen scissors.,Uintes State
R1RED48OSC9CTO,perfect household scissors,5,positive,Leisa Comeaux,05/04/2025,,love these,Uintes State
R17M68Q4LWO26Q,Sharp,5,positive,Mary,05/04/2025,,The best,Uintes State
R3SITKSYM9XB0T,The best kitchen shears I've ever owned.,5,positive,Kindle Customer,12/03/2025,,I'll never buy any other than Kitchenaide shears again. These have cut great on anything I needed to cut. They've stayed sharp and they'd be a plus for your kitchen.,Uintes State
R1XPJ8QS1H9GE8,They cut stuff,5,positive,Amazon Customer,26/03/2025,,"These are sharp, easy to use, and a great value.",Uintes State
R17OIJ4DRQ79SW,Great kitchen shears,5,positive,W. F. Cress,25/02/2025,,"I bought these to spatchcock a chicken ( cut the backbone out so that it cooks quicker . ) It does the job extremely well. They work much better than the ones I had before. If I had to do this over, I would definitely buy them again.",Uintes State
R3QV23RTI2QID2,Good scissors,5,positive,Deb,04/03/2025,,"I needed a sturdy replacement. Used mainly to cut food for my dogs into small pieces. These do the job and the price point if perfect for my needs! They are sharp, cut well.",Uintes State
R1B68IW222BVZ,Great value,5,positive,Cindy D. Baker,01/04/2025,,Perfect,Uintes State
R2M7H3FGOJ2AKO,Scissors,5,positive,Pilgrim,18/03/2025,,Superior scissors. All Kitchen l-Aid products are top of the line. 5 star seller,Uintes State
R3MJU9CIV7MCZZ,Excellent,5,positive,Placeholder,23/02/2025,,"These shears did the work I needed. Not only did they cut flowers and small shrubs but they were great for deadheading. I also use them to trim twigs and wire. As you can see, I use them mostly for Floral and they really work well.",Uintes State
R2JNCZZSCASQD,Useful,5,positive,Westerner9230,20/03/2025,,Arrived promptly,Uintes State
R28D5CUBTTK32A,Love these Scissors,5,positive,William P. Humphrey,12/03/2025,,"Best scissors that I have ever purchased in the last 10 years, especially for the money!",Uintes State
R20DTNEZ4XIO88,Thank you,5,positive,Brooke G.,18/03/2025,,Thank you,Uintes State
R1IMLJX15J90EN,"Nice and sharp, large enough for kitchen shears",5,positive,Phyllis W. Von Ebers,24/02/2025,,We got these for kitchen scissors/shears. We had Fiskars that we'd had since we got married 35 years ago and they were dull! These are so sharp and cut anything we need in the kitchen.,Uintes State
R2WZBE9WLBT5FX,works great,5,positive,Amazon Customer,15/03/2025,,good quality. Durable.,Uintes State
R2JAFPIIOEI0NE,Good sharp scissors at a fair price.,5,positive,Frank Feeney,22/02/2025,,Good product at a fair price. For some reason I can never find a pair of scissors when I need them. So bought a few pairs. That oughta last me about a week : ),Uintes State
R19EQ0W1GIKWE0,Great item,5,positive,Michael Outen,13/03/2025,,Keep in kitchen use them all the time,Uintes State
R3JKSQKH4OHA8X,Good for the price,4,positive,Bob,16/03/2025,,Good kitchen shears for the price,Uintes State
R44RCQ88C7V15,"Very Sharp, but...",4,positive,Doug and Vera,19/02/2025,,"The cutting area is very good. The rest of the scissor has sharp edges everywhere. I took my files and sandpaper to add a 0.005 radius around every corner. Now much better.""",Uintes State
R26ZTN6CZ7V4GH,Sharpness.,5,positive,Trish Lane,06/03/2025,,Good Working kitchen scissors,Uintes State
R25FXIBURPG1H8,Great for the price,4,positive,Ham Radio Dude,12/03/2025,,"A little lose at the hinge, almost perfect",Uintes State
R1ZPJR5T9SBXC7,Works well,5,positive,Arlene,07/03/2025,,Works as expected,Uintes State
R11DRE54YFDCWQ,Great,5,positive,Lovely,07/03/2025,,Love this. Cuts extremely well. Very good buy and very handy.,Uintes State
R27ZJ2C6RSDN1,Great product,5,positive,Zach and Amy,20/02/2025,,These are our go to kitchen scissors. We’ve lost a couple of pairs over the years but always come back to these shears.,Uintes State
R388N01TIPZNBQ,Outstanding,5,positive,Erin McNamara,09/03/2025,,"Outstanding, glad I followed other’s reviews for this purchase",Uintes State
RDIJRZTM5V0C8,overall good pair of kitchen shears!,5,positive,jax,09/03/2025,,good kitchen scissors and cute color. cuts pretty well!,Uintes State
R1ZHY3OFUXVH4J,Worth the price,5,positive,Lissa,06/03/2025,,Best quality,Uintes State
R2GHKPEVZ6YVKJ,Great kitchen scissors,5,positive,Shayna,22/02/2025,,"These kitchen scissors are excellent, very sharp and work amazing. Also a great price on them.",Uintes State
RD2QQUA5PAZEL,Very good product,5,positive,Bobette G. Rego,07/03/2025,,"Snip, snip. Great product. Fits nicely in one’s hand.",Uintes State
R10P6F24KRIMAP,A sharp choice,5,positive,Phil,26/01/2025,,"Excellent pair of scissors. Bought to replace an aging pair of Sabatier scissors and we hadn't realised how blunt the others had got! These fit very well into the hand, and also fit just as well in the knife block slot vacated by the old ones. They are very good quality. We bought the blue handled pair, use them for everything and chuck them in the dishwasher with no adverse effect at all!",Uintes State
R9Y5FLG8255DG,Great,5,positive,Shane,02/03/2025,,"Amazing quality, great price.",Uintes State
R1V7RCW4FB8XLL,Fine,5,positive,Shansay,08/03/2025,,Excellent product,Uintes State
R269UC9WLU0JQH,Full metal handles; cuts meat well,5,positive,kbulgrien,21/01/2025,,"Another kitchen shear product I have has plastic handles. I've gone through two of them. Despite their low cost, I'm tired of a product that fails, so I looked for a better one. I found this one. The blades are strong and the metal extends up through the handle. Time will tell, but I suspect I will not be disappointed. They cut meat well, and even seem to handle the membranes well enough.",Uintes State
RLRQQSLHGMT7O,Get this one.,5,positive,Ted,05/03/2025,,"Sharp, pretty and very uselful.",Uintes State
R23JTWGHIZJRYK,Solid,5,positive,Brandon Wilkins,20/02/2025,,"Great start, good quality, sharp, great with beef poultry and random plastic. Seems like a great set of kitchen shears. Will update in a few months.",Uintes State
RRQKA5V8A7SDZ,Classy Kitchen Clips,5,positive,Lin,28/02/2025,,"Substantial, sharp, smooth cutting kitchen shears. Color choices add a pop of coordinated color to your kitchen accessories.",Uintes State
RAN518B5OARLJ,Excellent scissors,5,positive,connie,26/02/2025,,I love these scissors so much! They feel substantial and cut through even harder materials very well.,Uintes State
R2PO29F9V5CWXR,Excellent,5,positive,M. Jones,11/02/2025,,"This is based on 1st use. The shears were used to prep a fish I caught. Had no issues cutting off fins and cutting through small bones, I will order another for use in my kitchen.",Uintes State
R2XQT0W9F24AO0,Good Quality and sharp,5,positive,Damian Buccine,09/03/2025,,Good Quality and sharp,Uintes State
R17NK35D2INBZU,Excellent product,5,positive,Randal T Hiyane,06/03/2025,,Excellent scissors. Would buy again.,Uintes State
R1S38EKKM18NRW,"Works well, but the cover is a pain",4,positive,Sean Scott,06/12/2024,,"Our old shears were spring loaded and held the cover on with the tension from the spring. This let you pick them up and squeeze them together to let the cover drop off. It was very convenient to be able to start to use them with one hand. These are not spring loaded, and the cover has to be pulled off, making it difficult to use with a single hand. But, other than the cover, the shears work well.",Uintes State
R1S3C2QNPVQ1K3,Have not used yet,5,positive,Butch Littlejohn,26/02/2025,,Looks like they will work,Uintes State
R1193OEW1LOHX2,Sharp,5,positive,A Customer,04/03/2025,,Sharp. Cuts easily. Love the protectant cover!,Uintes State
R2VE5E7AU11V1K,"Sharp, ergonomic and good size",5,positive,The.PawFather,18/12/2024,,"These kitchen shears are fantastic! They’re incredibly sharp and have a comfortable grip, making them easy to handle during use. They also come with a plastic protective case that keeps them securely closed when not in use, which is a thoughtful and convenient feature.

Cleaning them is a breeze, and so far, I’ve used them to cut through sizable chunks of meat, fish, and even cinnamon sticks without any trouble—they’re versatile and reliable for a variety of kitchen tasks.

I haven’t tried putting them in the dishwasher, so I can’t speak to how they hold up with machine washing, but they’re easy enough to clean by hand. Overall, these shears are a great addition to any kitchen!",Uintes State
R2CKYE4UB7RS27,Quality at affordable prices. My favorite for kitchen and multipurpose,5,positive,kathy,25/01/2025,,Favorite kitchen sheer and all purpose. Buy a few on sale! You won't regert it. Quality at a great price even if not on sale.,Uintes State
